id,section_code,section_ref,subsection_title,clause_ref,subclause_ref,clause_title,clause_text,clause_type,order_in_section
A_HEADER,A,General Rules,,,,,General Rules,section_header,1
A1,A,General Rules,,A1,,Bills of Quantities,Bills of Quantities shall fully describe and accurately represent the works to be executed. Work which,clause,2
A2,A,General Rules,,A2,,Measurements,(a) Work shall be measured net as fixed in position and each measurement shall be taken to,clause,3
A3,A,General Rules,,A3,,Description,(a) The order of stating dimensions in descriptions shall be consistent and generally in the,clause,4
A4,A,General Rules,,A4,,Sizes of pipes or the,"Where this document requires the sizes of pipes and tubes (measured internally) and bars, cables,",clause,5
A5,A,General Rules,,A5,,Quantities,"(a) Where the unit of billing is the metre, kilogram or litre quantities shall be billed to the",clause,6
A6,A,General Rules,,A6,,Provisional or prime,Where this document requires provisional or prime cost sums to be given in accordance with this,clause,7
A7,A,General Rules,,A7,,Work under water,"Work executed in or under water shall be so described stating whether canal, river or sea water and",clause,8
A8,A,General Rules,,A8,,Work in compressed,Work executed in compressed air shall be so described stating the pressure and the methods,clause,9
A9,A,General Rules,,A9,,Dayworks,(a) The term ’day work’ shall mean work for which the contractor is to be paid on the basis of,clause,10
A10,A,General Rules,,A10,,Departures from the,No departure shall be made from this Standard Method of Measurement except to meet the,clause,11
B_HEADER,B,Preliminaries,,,,,Preliminaries,section_header,1
B_SUB_2,B,Preliminaries,Preliminary particulars,,,,Preliminary particulars,subsection,2
B_SUB_3,B,Preliminaries,Contracts particulars,,,,Contracts particulars,subsection,3
B_SUB_4,B,Preliminaries,General matters,,,,General matters,subsection,4
B_SUB_5,B,Preliminaries,Temporary works,,,,Temporary works,subsection,5
B_SUB_6,B,Preliminaries,Works by public bodies,,,,Works by public bodies,subsection,6
B_SUB_7,B,Preliminaries,Works by nominated sub-contractors,,,,Works by nominated sub-contractors,subsection,7
B_SUB_8,B,Preliminaries,Goods and materials from nominated suppliers,,,,Goods and materials from nominated suppliers,subsection,8
B_SUB_9,B,Preliminaries,Protecting and cleaning the works,,,,Protecting and cleaning the works,subsection,9
B_SUB_10,B,Preliminaries,Contingencies,,,,Contingencies,subsection,10
B1,B,Preliminaries,,B1,,Name of Parties,"The names and addresses of the employer, the Architect, the Engineers, and the Quantity Surveyors",clause,11
B2,B,Preliminaries,,B2,,Description of site,(a) The location of the site shall be described stating the mode of access. Attention shall be,clause,12
B3,B,Preliminaries,,B3,,Description of the,(a) A general description of the works shall be given,clause,13
B4,B,Preliminaries,,B4,,Contract particulars,(a) Particulars of the form and type of contract shall be given,clause,14
B5,B,Preliminaries,,B5,,Items for convenience,"For convenience in pricing, items for the following shall given where applicable unless they are",clause,15
B4,B,Preliminaries,,B4,,in pricing covered by the schedules given in accordance with Clause,hereof.,clause,16
B6,B,Preliminaries,,B6,,Obligations imposed,Any obligation or restriction that may be imposed on the contractor by the employer in respect of,clause,17
B7,B,Preliminaries,,B7,,Water for the works,Water for the works and temporary arrangements for storing and distributing shall be given as an,clause,18
B8,B,Preliminaries,,B8,,Lighting and power for,Lighting and power for the works and temporary arrangements for distribution and for lighting of,clause,19
B9,B,Preliminaries,,B9,,Contractor’s liability,(a) The contractor’s liability for risk of injury to persons and property and of damage to,clause,20
B4,B,Preliminaries,,B4,,accordance with Clause,hereof.,clause,21
B4,B,Preliminaries,,B4,,by the schedules given in accordance with Clause,hereof.,clause,22
B4,B,Preliminaries,,B4,,with Clause,hereof.,clause,23
B10,B,Preliminaries,,B10,,Employers Liability,Where the cost of insuring any liability of the employer is required to be included in the contract sum,clause,24
B11,B,Preliminaries,,B11,,Temporary works,Clearing away temporary works and making good after shall be deemed to be included,clause,25
B12,B,Preliminaries,,B12,,Temporary roads,"Temporary roads, tracks, hard-standings, crossings and the like shall be given as an item stating",clause,26
B13,B,Preliminaries,,B13,,Temporary buildings,"(a) Temporary sheds, offices, messrooms, sanitary accommodation, and other temporary",clause,27
B14,B,Preliminaries,,B14,,Temporary,Temporary telephone facilities on the site shall be given as an item.,clause,28
B15,B,Preliminaries,,B15,,Temporary screens,Temporary screens and the like shall be given as an item stating the area and any requirements,clause,29
B16,B,Preliminaries,,B16,,Temporary hoardings,"(a) Temporary fencing, hoardings, fans, planked footways, guard-rails gantries and the like as",clause,30
B17,B,Preliminaries,,B17,,General scaffolding,General scaffolding for the works shall be given as an item,clause,31
B18,B,Preliminaries,,B18,,Dayworks,"(a) The cost of labour in dayworks shall be given as sum; alternatively, a schedule of the",clause,32
B19,B,Preliminaries,,B19,,Works by Public,Works which may only be carried out by a local authority or a public undertaking (e.g.,clause,33
B20,B,Preliminaries,,B20,,Works by nominated,(a) Works which are required to be carried out by a nominated sub-contractor shall be,clause,34
B21,B,Preliminaries,,B21,,Goods from,(a) Goods and materials which are required to be obtained from a nominated supplier,clause,35
B22,B,Preliminaries,,B22,,Protection of the,Protection of the works shall be given as an item covering all sections of the works,clause,36
B23,B,Preliminaries,,B23,,Removing rubbish and,Removing rubbish and debris and cleaning the works internally and externally shall be given as an,clause,37
B24,B,Preliminaries,,B24,,Contingencies,Provision for contingencies shall be given as a provision sum as Clause A7 hereof.,clause,38
C_HEADER,C,Demolitions and Alterations,,,,,Demolitions and Alterations,section_header,1
C_SUB_2,C,Demolitions and Alterations,Demolitions,,,,Demolitions,subsection,2
C_SUB_3,C,Demolitions and Alterations,Alterations,,,,Alterations,subsection,3
C_SUB_4,C,Demolitions and Alterations,Sundries,,,,Sundries,subsection,4
C1,C,Demolitions and Alterations,,C1,,(a) The location of demolitions and alterations,shall be given in the description of the items.,clause,5
C10,C,Demolitions and Alterations,,C10,,accordance with Clause,hereof.,clause,6
C2,C,Demolitions and Alterations,,C2,,Demolitions,"(a) Demolishing individual structures (or parts thereof) shall be given as items, except the",clause,7
C3,C,Demolitions and Alterations,,C3,,Alterations,Alteration work which would be most conveniently priced on the site shall generally be grouped,clause,8
C4,C,Demolitions and Alterations,,C4,,Cutting,Cutting openings in old structures shall be given as items stating the openings nominal finished size of,clause,9
C5,C,Demolitions and Alterations,,C5,,Blockings up,Blocking up openings in old structures shall be given as items openings stating the size of the,clause,10
C6,C,Demolitions and Alterations,,C6,,Pulling down other,"Pulling down walls, partitions, floors, roofs, staircases and parts of old structures shall be given as",clause,11
C7,C,Demolitions and Alterations,,C7,,Taking down fittings,Taking down fittings and fixtures (e.g. doors; windows; sanitary appliances; counters; cupboards),clause,12
C8,C,Demolitions and Alterations,,C8,,Refixing fittings an d,"Repairing, adapting and refixing old fittings and fixtures shall be given as items stating the size.",clause,13
C9,C,Demolitions and Alterations,,C9,,Temporary screens,Temporary screens and temporary roofs shall each be given separately in square metres or,clause,14
C10,C,Demolitions and Alterations,,C10,,Shoring,Timber shoring (other than that incidental to demolitions and alterations) shall be given in linear,clause,15
D_HEADER,D,Excavations and Earthwork,,,,,Excavations and Earthwork,section_header,1
D_SUB_2,D,Excavations and Earthwork,Site preparation,,,,Site preparation,subsection,2
D_SUB_3,D,Excavations and Earthwork,Excavation,,,,Excavation,subsection,3
D_SUB_4,D,Excavations and Earthwork,Disposal of water,,,,Disposal of water,subsection,4
D_SUB_5,D,Excavations and Earthwork,Planking and strutting,,,,Planking and strutting,subsection,5
D_SUB_6,D,Excavations and Earthwork,Hardcore filling,,,,Hardcore filling,subsection,6
D1,D,Excavations and Earthwork,,D1,,(a) Any information available concerning the nature of the ground and strata,shall be given.,clause,7
D2,D,Excavations and Earthwork,,D2,,Site preparation,(a) Anti-termite treatment to sub-soil or filling shall be given in square generally metres,clause,8
D3,D,Excavations and Earthwork,,D3,,Preserving vegetable,Excavating vegetable soil which is to be preserved shall be given in square metres,clause,9
D4,D,Excavations and Earthwork,,D4,,Removing trees and,(a) Cutting down trees and grubbing up their roots shall be enumerated. Tree exceeding 600,clause,10
D5,D,Excavations and Earthwork,,D5,,Excavation generally,(a) The quantities given for excavating and subsequent disposal shall be deemed to be the,clause,11
D15,D,Excavations and Earthwork,,D15,,accordance with Clause,hereof (except as otherwise provided in Clause D11),clause,12
D6,D,Excavations and Earthwork,,D6,,Surface excavation,Excavating surfaces over 300 millimetres deep to reduce levels shall be given in cubic metres. Such,clause,13
D7,D,Excavations and Earthwork,,D7,,Cuttings,Excavating cuttings shall be given in cubic metres.,clause,14
D8,D,Excavations and Earthwork,,D8,,Basements,Excavating basements and the like shall be given in cubic metres stating the starting level and the,clause,15
D5,D,Excavations and Earthwork,,D5,,depth as Clause,(f) hereof. Existing voids shall be deducted.,clause,16
D9,D,Excavations and Earthwork,,D9,,Foundation trenches,Excavating trenches to receive foundations shall be given in cubic metres stating the starting level,clause,17
D5,D,Excavations and Earthwork,,D5,,and the depth as Clause,(f) hereof. Preliminary trenches for basement retaining walls which are,clause,18
D10,D,Excavations and Earthwork,,D10,,Pits,"Excavating pits to receive bases of stanchions, isolated piers and the like and grouped together shall",clause,19
D5,D,Excavations and Earthwork,,D5,,be given in cubic metres stating the starting level and the depth as Clause,(f) hereof. No,clause,20
D11,D,Excavations and Earthwork,,D11,,Pipe trenches and the,"Excavating trenches to receive service pipes, cables, kerbs and the like shall be given in linear metres",clause,21
D12,D,Excavations and Earthwork,,D12,,Breaking up concrete,"Breaking up concrete, reinforced concrete work and the like met with in excavation shall each be",clause,22
D13,D,Excavations and Earthwork,,D13,,Breaking up paving,"Breaking up surface concrete, reinforced surface concrete, paving tar macadam and the like on the",clause,23
D14,D,Excavations and Earthwork,,D14,,Existing conservancy,"Clearing out and removing contents of conservancy tanks, septic tanks and the like shall be",clause,24
D15,D,Excavations and Earthwork,,D15,,Disposal of excavated,(a) Multiple-handling of excavated materials and transporting about the site as necessary,clause,25
D16,D,Excavations and Earthwork,,D16,,Surface treatments,(a) Treating the surface of the ground or the surface of filling or the bottom of excavation,clause,26
D17,D,Excavations and Earthwork,,D17,,Soiling seeding,"Soiling, seeding, planting, fertilizing and turfing to surfaces shall each be given separately in",clause,27
D18,D,Excavations and Earthwork,,D18,,Disposal of water,(a) Keeping excavations free from water (i.e. all water except spring or running water) shall,clause,28
D19,D,Excavations and Earthwork,,D19,,Planking and strutting,Planking and strutting shall be deemed to mean providing everything requisite to uphold the sides of,clause,29
D20,D,Excavations and Earthwork,,D20,,Hardcore filling,(a) Hardcore filling shall be measured as equal to the void to be filled. Any thickness stated,clause,30
D16,D,Excavations and Earthwork,,D16,,(d) Treating the surface of the hardcore shall be given in accordance with Clause,(a) and,clause,31
E_HEADER,E,Piling,,,,,Piling,section_header,1
E_SUB_2,E,Piling,Wood or concrete piles,,,,Wood or concrete piles,subsection,2
E_SUB_3,E,Piling,Contractor-designed concrete piles,,,,Contractor-designed concrete piles,subsection,3
E_SUB_4,E,Piling,Steel sheet piling,,,,Steel sheet piling,subsection,4
E1,E,Piling,,E1,,(a) Any information available concerning the nature of the ground and strata,shall be given,clause,5
E2,E,Piling,,E2,,Wood or concrete,Designs for piles shall be deemed to be provided by the employer Piles required to be designed by,clause,6
E7,E,Piling,,E7,,piles generally the contractor shall be given in accordance with Clause,hereof.,clause,7
E3,E,Piling,,E3,,Wood piles,(a) Supplying wood piles shall be given in linear metres stating the nominal size. Those over,clause,8
E4,E,Piling,,E4,,Cast concrete,(a) Supplying cast concrete piles shall be given in linear metres piles stating the nominal size,clause,9
F_HEADER,F,Concrete Work,,,,,Concrete Work,section_header,1
F_SUB_2,F,Concrete Work,Plain concrete and reinforced concrete,,,,Plain concrete and reinforced concrete,subsection,2
F_SUB_3,F,Concrete Work,Reinforcement,,,,Reinforcement,subsection,3
F_SUB_4,F,Concrete Work,Formwork,,,,Formwork,subsection,4
F_SUB_5,F,Concrete Work,Precast concrete units,,,,Precast concrete units,subsection,5
F_SUB_6,F,Concrete Work,Hollow block suspended Construction,,,,Hollow block suspended Construction,subsection,6
F_SUB_7,F,Concrete Work,Prestressed concrete,,,,Prestressed concrete,subsection,7
F_SUB_8,F,Concrete Work,Precast prestressed units,,,,Precast prestressed units,subsection,8
F_SUB_9,F,Concrete Work,Sundries,,,,Sundries,subsection,9
F_HEADER,F,Concrete Work,,,,,Concrete Work,section_header,10
F_SUB_11,F,Concrete Work,Plain concrete and reinforced concrete,,,,Plain concrete and reinforced concrete,subsection,11
F_SUB_12,F,Concrete Work,Reinforcement,,,,Reinforcement,subsection,12
F_SUB_13,F,Concrete Work,Formwork,,,,Formwork,subsection,13
F_SUB_14,F,Concrete Work,Precast concrete units,,,,Precast concrete units,subsection,14
F_SUB_15,F,Concrete Work,Hollow block suspended Construction,,,,Hollow block suspended Construction,subsection,15
F_SUB_16,F,Concrete Work,Prestressed concrete,,,,Prestressed concrete,subsection,16
F_SUB_17,F,Concrete Work,Precast prestressed units,,,,Precast prestressed units,subsection,17
F_SUB_18,F,Concrete Work,Sundries,,,,Sundries,subsection,18
F_HEADER,F,Concrete Work,,,,,Concrete Work,section_header,19
F_SUB_20,F,Concrete Work,Plain concrete and reinforced concrete,,,,Plain concrete and reinforced concrete,subsection,20
F_SUB_21,F,Concrete Work,Reinforcement,,,,Reinforcement,subsection,21
F_SUB_22,F,Concrete Work,Formwork,,,,Formwork,subsection,22
F_SUB_23,F,Concrete Work,Precast concrete units,,,,Precast concrete units,subsection,23
F_SUB_24,F,Concrete Work,Hollow block suspended Construction,,,,Hollow block suspended Construction,subsection,24
F_SUB_25,F,Concrete Work,Prestressed concrete,,,,Prestressed concrete,subsection,25
F_SUB_26,F,Concrete Work,Precast prestressed units,,,,Precast prestressed units,subsection,26
F_SUB_27,F,Concrete Work,Sundries,,,,Sundries,subsection,27
F1,F,Concrete Work,,F1,,(a) Particulars of the following,shall be given:,clause,28
F2,F,Concrete Work,,F2,,(a) Plain in-situ concrete,shall be given under an appropriate heading.,clause,29
F4,F,Concrete Work,,F4,,Machines bases Beds,Machine bases shall be given in cubic metres,clause,30
F6,F,Concrete Work,,F6,,"Roads, foot-paths &","Roads, footpaths and pavings shall each be so described and given in accordance with the rules for",clause,31
F5,F,Concrete Work,,F5,,pavings beds in Clause,hereof.,clause,32
F7,F,Concrete Work,,F7,,"Floors, roofs and the","(a) Suspended floors, roofs and the like (measured over all bearings and grouped together)",clause,33
F8,F,Concrete Work,,F8,,Walls,(a) Measurements of walls shall be taken between attached piers or pilasters. The thickness,clause,34
F9,F,Concrete Work,,F9,,Casings to steelwork,"Casings to steel beams, lintels, stanchions and the like shall each be given separately in cubic metres.",clause,35
F10,F,Concrete Work,,F10,,Beams and Columns,"Beams, lintels, columns and the like shall each be given separately in cubic metres. Floor beams and",clause,36
F11,F,Concrete Work,,F11,,Steps and,"(a) Steps, staircases and strings (grouped together) shall be given staircases in cubic",clause,37
F12,F,Concrete Work,,F12,,Kerbs,Kerbs may be given in cubic metres or in linear metres stating the size,clause,38
F13,F,Concrete Work,,F13,,Finishes on to,Finishes (measured on the exposed face) which are cast on to cast the concrete by lining formwork,clause,39
F14,F,Concrete Work,,F14,,Labours on concrete,(a) Treating the surface of unset concrete over 300 millimetres thick (e.g. grading to cross-,clause,40
F15,F,Concrete Work,,F15,,Expansion joints in,Expansion joints in concrete where over 300 millimetres wide shall be given in square metres.,clause,41
F16,F,Concrete Work,,F16,,Bar rein-forcement,(a) Particulars of the following shall be given:-,clause,42
F17,F,Concrete Work,,F17,,Fabric reinforcement,(a) Fabric reinforcement shall be measured as to area covered but no allowance shall be,clause,43
F18,F,Concrete Work,,F18,,Labours on fabric rein,(a) Raking cutting and curved cutting on fabric reinforcement shall each be given separately,clause,44
F19,F,Concrete Work,,F19,,Formwork Generally,(a) Formwork shall be measured as the actual surfaces of the finished structure which require,clause,45
F20,F,Concrete Work,,F20,,Formwork to surfaces,(a) Formwork to surfaces (other than those mentioned in Clauses F21 to F23 hereof) shall be,clause,46
F21,F,Concrete Work,,F21,,Formwork to edges,(a) Formwork to edges shall be given in linear metres stating the width in stages of 75,clause,47
F22,F,Concrete Work,,F22,,Formwork to bands,"Formwork to projecting or sunk bands, cornices and the like (grouped together) shall be given in",clause,48
F23,F,Concrete Work,,F23,,Formwork to grooves,"(a) Formwork to throats, grooves, chases, rebates, chamfers over 50 millimetres wide,",clause,49
F24,F,Concrete Work,,F24,,Labours on formwork,(a) Raking cutting and curved cutting shall each be given separately in linear metres.,clause,50
F25,F,Concrete Work,,F25,,Precast units generally,(a) Precast units shall be given under an appropriate heading,clause,51
F26,F,Concrete Work,,F26,,Structural units,Structural units (e.g. stanchions; beams; purlins; trusses) shall each be enumerated separately,clause,52
F27,F,Concrete Work,,F27,,Steps and staircases,"Steps, landings, solid balustrade panels and the like shall each be enumerated separately stating the",clause,53
F28,F,Concrete Work,,F28,,Kerbs and edgings,"Kerbs, edgings and the like shall each be given separately in linear metres stating the size. Curved",clause,54
F29,F,Concrete Work,,F29,,"Shelves seats, duct","Shelves, divisions, seats, duct covers, sills, lintels, copings and the like shall each be fully described",clause,55
F30,F,Concrete Work,,F30,,Templates,"Templates (or padstones), bases to posts and the like shall each be and bases",clause,56
F31,F,Concrete Work,,F31,,Pier-caps and,"Pier-caps, chimney-caps and the like shall each be enumerated separately stating the size and the",clause,57
F32,F,Concrete Work,,F32,,Hollow block,Hollow block suspended construction and formwork in contact therewith only shall,clause,58
F33,F,Concrete Work,,F33,,"Floors, roofs and the","(a) Suspended floors, roofs and the like (measured over the ribs and bearings and grouped",clause,59
F7,F,Concrete Work,,F7,,like together) shall be given in square metres in accordance with Clause,hereof. Filling ends,clause,60
F34,F,Concrete Work,,F34,,Labours on hollow,Forming hips and valleys shall each be given separately in linear metres stating the thickness.,clause,61
F35,F,Concrete Work,,F35,,Fixing slips and metal,"Fixing-slips, metal clips and the like shall each be enumerated separately stating the method",clause,62
F36,F,Concrete Work,,F36,,Formwork,Formwork shall be given in accordance with clauses F19 to 24 hereof,clause,63
F37,F,Concrete Work,,F37,,Prestressed concrete,(a) Prestressed concrete work (Le. work where reinforcement is tensioned before or as the,clause,64
F38,F,Concrete Work,,F38,,Structural in-situ,(a) Structural in-situ members (e.g. beams; columns) shall be given in accordance with,clause,65
F10,F,Concrete Work,,F10,,members Clause,hereof.,clause,66
F39,F,Concrete Work,,F39,,"Cores, ducts and",(a) Forming and grouting or sealing the ducts or grooves shall be given in linear metres,clause,67
F40,F,Concrete Work,,F40,,Wires and cables,(a) Supplying steel wires or cables (measured between anchorages) shall be given in,clause,68
F41,F,Concrete Work,,F41,,Reinforcement,Reinforcement shall be in accordance with Clauses F16 to F18 hereof.,clause,69
F42,F,Concrete Work,,F42,,Formwork,"(a) Formwork shall be given in accordance with Clauses F19 to F24 hereof, subject to the",clause,70
F43,F,Concrete Work,,F43,,Precast prestressed,(a) A general description of the precast prestressed units and of the system and method of,clause,71
F37,F,Concrete Work,,F37,,,,clause,72
F37(c),F,Concrete Work,,F37,F37(c),,hereof.,subclause,73
F44,F,Concrete Work,,F44,,Precast units,"(a) Precast units shall be enumerated stating the number, the size, the length, the height",clause,74
F45,F,Concrete Work,,F45,,"Cores, wires and","Cores, ducts and recesses shall be given in accordance with Clause F39 hereof. Wires and cables shall",clause,75
F40,F,Concrete Work,,F40,,reiforcement be given in accordance with Clause,hereof. Reinforcement shall be given in accordance with,clause,76
F17,F,Concrete Work,,F17,,Clauses,to F19 hereof.,clause,77
F46,F,Concrete Work,,F46,,Grinding and sand,"Grinding, sand-blasting, bush hammering, brushing to expose aggregate and like treatment to the",clause,78
F47,F,Concrete Work,,F47,,Cutting grooves,"Cutting grooves, chases, rebates, chamfers and the like shall each be given separately in linear",clause,79
F23,F,Concrete Work,,F23,,"chases, chamfers and metres stating the size. For such details produced by formwork see Clause",hereof.,clause,80
F48,F,Concrete Work,,F48,,Holes,"(a) Holes for pipes, tubes, bars, cables, conduits and the like members (grouped together)",clause,81
F49,F,Concrete Work,,F49,,Mortices,"Mortices, sinkings and the like shall each be enumerated separately stating the purpose. Running",clause,82
F50,F,Concrete Work,,F50,,Making good,Making good concrete in connection with holes and mortices shall be given in the description of,clause,83
G_HEADER,G,Walling,,,,,Walling,section_header,1
G_SUB_2,G,Walling,Walling in connection with boilers,,,,Walling in connection with boilers,subsection,2
G_SUB_3,G,Walling,Facework,,,,Facework,subsection,3
G_SUB_4,G,Walling,Brick facework,,,,Brick facework,subsection,4
G_SUB_5,G,Walling,Rubble walling,,,,Rubble walling,subsection,5
G_SUB_6,G,Walling,Masonry,,,,Masonry,subsection,6
G_SUB_7,G,Walling,Cast stonework,,,,Cast stonework,subsection,7
G_SUB_8,G,Walling,Clayware work,,,,Clayware work,subsection,8
G_SUB_9,G,Walling,Sundries,,,,Sundries,subsection,9
G_SUB_10,G,Walling,Centering,,,,Centering,subsection,10
G_SUB_11,G,Walling,Damp-proof courses,,,,Damp-proof courses,subsection,11
G1,G,Walling,,G1,,Walling generally,Walling shall consist of blocks or bricks laid in mortar (e.g. solid and hollow concrete blockwork;,clause,12
G2,G,Walling,,G2,,Particulars of the following,shall be given:-,clause,13
G3,G,Walling,,G3,,Measurement of,(a) Walling shall be measured the mean length by the average height. No deductions shall be,clause,14
G13,G,Walling,,G13,,and described. All other labours (except cutting chases as Clause,hereof) shall be,clause,15
G4,G,Walling,,G4,,Classifications,(a) Walling shall be given in square metres stating the thickness. Classification shall be as,clause,16
G5,G,Walling,,G5,,Cube walling,Walling in each of the following classes shall be given separately in cubic metres,clause,17
G6,G,Walling,,G6,,Projections,"Walling in projections, bands, oversailing courses and the like (measured beyond the face of the wall)",clause,18
G7,G,Walling,,G7,,Thicknessing,Walling of any thickness in each of the following classes shall be given separately in square metres,clause,19
G8,G,Walling,,G8,,Grooved blocks,Grooved blocks and bricks shall be given in square metres as extra over the walling in which they,clause,20
G9,G,Walling,,G9,,Flue lining,Refractory brick linings to flues shall be given in square metres stating the thickness. Those bonded to,clause,21
G10,G,Walling,,G10,,Glass blocks,(a) Glass blockwork in walls and panels shall be given in square metres stating the size and,clause,22
G11,G,Walling,,G11,,Cavity walls,(a) Forming cavities in hollow walls shall be given in square metres stating the width of the,clause,23
G12,G,Walling,,G12,,Eaves,Walling in eaves-filling shall be given in linear metres as a labour filling and material item stating the,clause,24
G13,G,Walling,,G13,,Chases,"Horizontal rough chases in new work for edges of floors, landings and roofs shall be deemed to be",clause,25
G14,G,Walling,,G14,,Rough arches,Rough arches (measured the mean length on face) shall be given in linear metres as extra over the,clause,26
G15,G,Walling,,G15,,Bonding ends,Bonding ends of new walling to other types of construction or to existing work shall be given in linear,clause,27
G16,G,Walling,,G16,,Reinforced walls,Particulars of reinforcement in walls shall be given in the description of the item concerned,clause,28
G17,G,Walling,,G17,,Seating and flues,(a) Boiler seatings and boiler flues shall be given in detail in accordance with the relevant,clause,29
G18,G,Walling,,G18,,Chimneys,Chimney-shafts shall be given in detail in accordance with the relevant Clauses hereof under an,clause,30
G19,G,Walling,,G19,,Facework generally,(a) The rules relating to facework shall apply equally to fair face.,clause,31
G20,G,Walling,,G20,,Angles and chases,(a) Fair vertical internal angles and fair vertical external angles shall be deemed to be included,clause,32
G21,G,Walling,,G21,,Tile creasings,"(a) Flush, sunk and projecting tile creasings shall each be given separately in linear metres as",clause,33
G22,G,Walling,,G22,,Quoins,(a) Facework of flush quoins formed with facing blocks or bricks which differ in kind or size,clause,34
G23,G,Walling,,G23,,Arches,Facework to arches (measured the mean length on face) shall be given in linear metres stating the,clause,35
G24,G,Walling,,G24,,Tumblings of,Facework to tumblings of buttresses shall be enumerated stating the size,clause,36
G25,G,Walling,,G25,,Walling faced or fair,(a) Stone walling faced both sides built with blocks extending the full thickness of the wall,clause,37
G26,G,Walling,,G26,,Angles,"Purpose-made bricks to form bull-nosed, squint, birdsmouth or moulded angles and the like shall be",clause,38
G27,G,Walling,,G27,,Band courses,(a) Facework to all sunk and projecting plain bands not exceeding 300 millimetres and flush,clause,39
G28,G,Walling,,G28,,Bricks on edge or,"(a) Facework, to flush, sunk and projecting brick-on-edge bands, dentilled bands, basket-",clause,40
G29,G,Walling,,G29,,"Cills, thresholds","(a) Cills, thresholds, copings and steps built of fair-faced brickwork or entirely of facings shall",clause,41
G30,G,Walling,,G30,,"Key blocks, corbels","Key blocks, corbels, bases to pilasters, and cappings to isolated piers shall be enumerated separately",clause,42
G31,G,Walling,,G31,,Rubble walling,Rubble work shall consist of natural stones either irregular in shape or roughly dressed and laid dry or,clause,43
G32,G,Walling,,G32,,Dry rubble work (i.e. work built without mortar),shall be so described.,clause,44
G33,G,Walling,,G33,,Particulars of the following,shall be given:-,clause,45
G34,G,Walling,,G34,,Levelled courses,"Levelling uncoursed rubble work for damp-proof courses, band-sills, places, copings and the like",clause,46
G35,G,Walling,,G35,,Dressed margins,Dressed margins on rubble work shall be given in linear metres stating the width of the margin. Stops,clause,47
G36,G,Walling,,G36,,Copings,Copings formed of rough stones shall be given in linear metres stating the width and average height of,clause,48
G37,G,Walling,,G37,,Masonry generally,(a) Masonry shall consist of dressed blocks of natural stone accurately worked to given,clause,49
G38,G,Walling,,G38,,Measurement,(a) Superficial items of work shall be measured the mean length by the average height as,clause,50
G46,G,Walling,,G46,,work see Clause,hereof. Work curved on plan shall be so described stating the mean,clause,51
G39,G,Walling,,G39,,Ends and angles of,"(a) Square ends, square reveals and square external angles of walls shall be given in linear",clause,52
G40,G,Walling,,G40,,Stone facework,(a) Stone facework bonded to a backing of other material shall be given in square metres,clause,53
G41,G,Walling,,G41,,Stone slabbing or,For pavings and stone slabbing or cladding to walls see Section S.,clause,54
G42,G,Walling,,G42,,Rough cutting,"(a) Rough notchings and rough sinkings (grouped together) for steel sections, concrete",clause,55
G43,G,Walling,,G43,,Fair cutting,(a) Fair raking cutting on superficial items of stonework shall be given in linear metres stating,clause,56
G44,G,Walling,,G44,,Rustications,Rustications shall be given in the description of the stonework on which they occur,clause,57
G45,G,Walling,,G45,,"Grooves, rebates","(a) Grooves, throats, rebates, margins, flutes, sinkings, chamfered angles, rounded angles",clause,58
G46,G,Walling,,G46,,Mouldings,(a) Mouldings on superficial items of stonework shall be given in linear metres stating the,clause,59
G47,G,Walling,,G47,,Enrichments,Enrichments (e.g. bead-and-reel; egg-and-dart; dentils) shall each be given separately in linear metres,clause,60
G48,G,Walling,,G48,,Ornaments,"Ornaments (e.g. scrolls, rosettes; crockets) shall each be enumerated separately stating the size. The",clause,61
G49,G,Walling,,G49,,Small panels,(a) Stones forming small panels (i.e. panels not exceeding 0.10 square metres) shall each be,clause,62
G50,G,Walling,,G50,,Pilasters,(a) Stones forming pilasters shall be given in linear metres (measured vertically) stating the,clause,63
G51,G,Walling,,G51,,Quoins and jambs,Stones forming quoins and jambs shall each be given separately in linear metres (measured vertically),clause,64
G52,G,Walling,,G52,,Columns,(a) Independent columns shall be given in linear metres ( measured vertically) stating the size,clause,65
G53,G,Walling,,G53,,"Lintels, sills, transoms","(a) Lintels, sills, mullions, and transoms shall each be given separately in mullions & linear",clause,66
G54,G,Walling,,G54,,"Copings, cornices and","(a) Copings, cornices, band-courses, string-courses, plinth cappings and the like members shall",clause,67
G55,G,Walling,,G55,,Slab architraves and,(a) Slab architraves and slab surrounds to openings (i.e. slabs not bonded to surrounding,clause,68
G56,G,Walling,,G56,,Arches,"Springers, voussoirs and keystones of arches shall be enumerated separately stating the size of the",clause,69
G57,G,Walling,,G57,,Pier -caps and,"Pier-caps, chimney-caps and the like shall each be enumerated separately stating the size. Openings",clause,70
G58,G,Walling,,G58,,"Finials, brackets and","Finials, terminals, brackets, corbels and the like shall each be enumerated separately stating the size",clause,71
G59,G,Walling,,G59,,Tracery,Stones forming tracery shall be enumerated stating the size,clause,72
G60,G,Walling,,G60,,Special features,Special features composed of one or more stones (e.g. ornamental panels; oriel windows; bullseye,clause,73
G61,G,Walling,,G61,,"Steps, winders and",(a) Steps (except winders) shall be given in linear metres stating the size and the number of,clause,74
